epid,fieldnumber,produce,groupname,Field size for selected field for trial (acre),Total Farm size (acre),Unfertilised grain yield kgs/acre Min,Unfertilised grain yield kgs/acre Avg,Unfertilised grain yield kgs/acre Max,Fertilized grain yield(kgs/acre) Min,Fertilized grain yield(kgs/acre) Avg,Fertilized grain yield(kgs/acre) Max,What is the highest maize grain yield in kgs_acre you have seen ,inspectiondate,Primary land preparation+O:AG method used,"If other, please specify",Any secondary land preparation done,Has soil sampling been done on this plot,1st Weeding Grow Stage,1st Weed Num plants harvest,1st Weed ground cover score,1st Weed Pest 1st sympton,Percentage 1st Weed 1st Pest symption,1st Weed Pest 2nd Sympton,Percentage 1st Weed 2nd Pest 2nd Sympton,1st Weed Pest 3rd Sympton,Percentage 1st Weed 3rd Pest Symtom,1st Weed Leaf discolour 1st Symtom,Percentage 1st Weed 1st Leaf discolour Symtom,1st Weed Leaf discolour 2nd Symtom,Percentage 1st Weed 2nd Leaf discolour Symtom,1st Weed Leaf discolour3rd Symtom,Percentage 1st Weed 3rd Leaf discolour Symtom,2nd Weeding date,2nd Weeding Growth Stage,2nd Weeding Weed ground cover score,2nd Weed Pest 1st Sympton,Percentage 2nd Weed Pest 1st Sympton,2nd Weed Pest 2nd Sympton,Percentage 2nd Weed Pest 2nd Sympton,2nd Weed Pest 3rd Sympton,Percentage 2nd Weed Pest 3rd Sympton,2nd Weed leaf discolour 1st Sympton,Percentage 2nd Weed Leaf discolouring 1st Sympton,2nd Weed leaf discolour 2nd Sympton,Percentage 2nd Weed Leaf discolouring 2nd Sympton,2nd Weed leaf discolour 3rd Sympton,Percentage 2nd Weed Leaf discolouring 3rd Sympton,2nd Weeding other problem,1st Top Dressing Date,1st Top Growth Stage,1st Top Weed ground cover score,1st Top Pest 1st Symptom,Percentage 1st Top Pest 1st Symptom,1st Top Pest 2nd Symptom,Percentage 1st Top Pest 2nd Symptom,1st Top Pest 3rd Symptom,Percentage 1st Top Pest 3rd Symptom,1st Top Leaf discoloruing 1st Symptom,Percentage of 1st Top Leaf discoloruing 1st Symptom,1st Top Leaf discoloruing 2nd Symptom,Percentage of 1st Top Leaf discoloruing 2nd Symptom,1st Top Leaf discoloruing 3rd Symptom,Percentage of 1st Top Leaf discoloruing 3rd Symptom,1st Top problems,1st Top any deviaton from protocol,2nd Top  Dressing Date,2nd Top Dressing Growth Stage,Compare leaf colour with leaf colour chart Record leaf colour,Has second top dressing been applied,Note any deviation from top-dressing protocol,2nd Top Pest 1st Symptom,Percentage 2nd Top Pest 1st Symptom,2nd Top Pestnd Symptom,2nd Top Pest 2nd Symptom,2nd Top Pest 3rd Symptom,Percentage 2nd Top Pest 3rd Symptom,2nd Top Leave discolouring 1st Symptom,Percentage 2nd Top Leave discolouring 1st Symptom,2nd Top Leave discolouring 2nd Symptom,Percentage 2nd Top Leave discolouring 2nd Symptom,2nd Top Leave discolouring 3rd Symptom,Percentage 2nd Top Leave discolouring 3rd Symptom,2nd Top Dressing Other Problems
IS021,IS021 NT-NK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,hand leveling,YES,V4,36,0-20%,,,,,,,,,,,,,19-Aug-20,V5,0-20%,,,,,,,,,,,,,,05-Sep-20,V8,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS021,IS021 NT-NP,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,19-Aug-20,V9,0-20%,,,,,,,,,,,,,,05-Sep-20,V9,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS021,IS021 NT-NPK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,,0,,,,,,,,,,,19-Aug-20,V9,0-20%,0,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022,Farm,Upper West 1,1,20,0,150,,300,1100,1500,0,20-Jul-20,Tractor Plough,Not harrowed,Partially levelled,YES,V3,32,0-20%,No plant pest,,,,,,,,,,,,04-Sep-20,V5,0-20%,No pest presence,,,,,,,,,,,,,04-Sep-20,V6,0-20%,No plant pest presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 RT-F,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Harrowing not done,Partially levelled,YES,V3,32,0-20%,No plant pest,,,,,,,,,,,,04-Sep-20,V8,0-20%,No diseases,,,,,,,,,,,,,04-Sep-20,V8,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 RT-R,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Not harrowed,Partially levelled,YES,V3,35,0-20%,No plant pest,,,,,,,,,,,,04-Sep-20,V5,0-20%,No plant diseases,0,,,,,,,,,,,,04-Sep-20,V7,0-20%,No plant pest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 NT-PK,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Not harrowed,Partially levelled,YES,V4,38,0-20%,No pest,,,,,,,,,,,,04-Sep-20,V7,0-20%,Fall army worms presence but controlled,30,,,,,,,,,,,,04-Sep-20,V7,0-20%,Fall army worms controlled for the 3rd t,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 NT-PK,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Not harrowed,Partially levelled,YES,V4,38,0-20%,No pest,,,,,,,,,,,,04-Sep-20,V6,0-20%,Fall army worms presence but controlled,30,,,,,,,,,,,,04-Sep-20,V7,0-20%,Fall army worms controlled for the 3rd t,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 NT-NK,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Harrowing not done,Partially levelled,YES,V3,32,0-20%,No plant pest,,,,,,,,,,,,04-Sep-20,V7,0-20%,Armyworms presence but controlled,35,,,,,,,,,,,,04-Sep-20,V8,0-20%,fall army worms controlled for the 3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 NT-NP,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Harrowing not done,Leveling partially done,YES,,,,,,,,,,,,,,,,04-Sep-20,V5,0-20%,army worms presence but controlled,35,,,,,,,,,,,,04-Sep-20,V7,0-20%,Fall army worms controlled for the 3rd t,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 NT-NPK,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Not harrowed,Partially levelled,YES,V3,38,21-40%,No plant disease,0,,,,,,,,,,,04-Sep-20,V6,0-20%,Army worms presence but controlled,40,,,,,,,,,,,,04-Sep-20,V7,0-20%,Army worms controlled for the 3rd time,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS022,IS022 NT-NPK,Maize,Upper West 1,,,,,,,,,,20-Jul-20,Tractor Plough,Not harrowed,Partially levelled,YES,V3,38,21-40%,No diseases,0,,,,,,,,,,,04-Sep-20,V6,0-20%,Army worms presence but controlled,40,,,,,,,,,,,,04-Sep-20,V7,0-20%,Army worms controlled for the 3rd time,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023,Farm,Upper West 2,1,10,0,100,,100,600,700,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 RT-F,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,,,,,,,,,,,,,,,,19-Aug-20,V6,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 RT-R,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,V2,,0-20%,.no,,,,,,,,,,,,19-Aug-20,V6,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 RT-R,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,V2,,0-20%,.no,,,,,,,,,,,,19-Aug-20,V5,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 RT-R,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,V2,,0-20%,.no,,,,,,,,,,,,19-Aug-20,V6,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 RT-R,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,V2,,0-20%,.no,,,,,,,,,,,,19-Aug-20,V5,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 NT-PK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,V2,36,0-20%,,,,,,,,,,,,,19-Aug-20,V5,0-20%,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 NT-PK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,V2,36,0-20%,,,,,,,,,,,,,19-Aug-20,V5,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 NT-NK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Ox Plough,,Hand leveling,YES,V3,36,0-20%,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 NT-NK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Ox Plough,,Hand leveling,YES,V3,36,0-20%,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 NT-NP,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,,,,,,,,,,,,,,,,19-Aug-20,V4,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS023,IS023 NT-NPK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,Hand leveling,YES,,,,,,,,,,,,,,,,19-Aug-20,V5,0-20%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024,Farm,Upper West 1,1,15,,225,,225,400,450,525,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V3,36,0-20%,Stunted growth,95,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V6,0-20%,Stunted growth,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024 RT-F,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V4,35,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V9,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024 RT-R,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V3,38,0-20%,No diseases,,,,,,,,Some basal leafs are partly yellowish,70,,,,,,,,,,,,,,,,,,,05-Sep-20,V8,0-20%,Yellowing of ground leaves,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024 RT-R,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V3,36,0-20%,No pest or disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V8,0-20%,Yellowing of ground leaves,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024 NT-PK,Maize,Upper West 1,,,,,,,,,,,,,,,V3,38,0-20%,Slow crop development,80,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V6,0-20%,Slow crop development,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024 NT-NK,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V3,34,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V5,0-20%,No plant diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024 NT-NP,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V3,36,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V8,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS024,IS024 NT-NPK,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V3,38,0-20%,very healthy,100,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V8,0-20%,Healthy plant stand,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS025,IS025,Farm,Upper West 1,1,30,,0,,75,500,600,1200,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V4,37,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Sep-20,V9,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS025,IS025 RT-F,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,,Levelled,YES,V4,36,21-40%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Sep-20,V9,21-40%,No plant diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS025,IS025 RT-R,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V4,36,21-40%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Sep-20,V9,21-40%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS025,IS025 NT-PK,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V4,38,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Sep-20,V9,0-20%,No disease,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS025,IS025 NT-NK,Maize,Upper West 1,,,,,,,,,,,,,,,V4,23,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Sep-20,V9,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS025,IS025 NT-NP,Maize,Upper West 1,,,,,,,,,,21-Jul-20,Tractor Plough,Levelled,Levelled,YES,V4,38,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Sep-20,V9,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS025,IS025 NT-NPK,Maize,Upper West 1,,,,,,,,,,,,,,,V4,34,0-20%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Sep-20,V9,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026,Farm,Upper West 1,1,5,,225,,800,900,1200,3000,15-Jul-20,Tractor Plough,Harrowing is done,Leveling of plot is done,YES,V6,38,0-20%,Fall army worms invasion,50,,,,,,,,,,,07-Sep-20,V5,0-20%,No disease signs,,,,,,,,,,,,,07-Sep-20,V5,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026 RT-F,Maize,Upper West 1,,,,,,,,,,,,,,,V6,39,0-20%,Fall army worms invasion,35,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026 RT-R,Maize,Upper West 1,,,,,,,,,,15-Jul-20,Tractor Plough,Harrowing is done,Leveling of plot is done,YES,V6,42,0-20%,Fall army worms invasion,35,,,,,,,,,,,07-Sep-20,V7,0-20%,Recovered from fall army worms effects,100,,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026 NT-PK,Maize,Upper West 1,,,,,,,,,,15-Jul-20,Tractor Plough,Harrowing is done,Leveling of plot is done,YES,V6,40,0-20%,Fall army worms invasion,40,,,,,,,,,,,07-Sep-20,V8,0-20%,No plant diseases but recovered from fal,100,,,,,,,,,,,,07-Sep-20,V9,0-20%,Recovered from fall army worms effects,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026 NT-NK,Maize,Upper West 1,,,,,,,,,,15-Jul-20,Tractor Plough,Harrowing of Land is done,Leveling is done,YES,V6,42,0-20%,Fall army worms invasion,40,,,,,,,,,,,07-Sep-20,V7,0-20%,No disease signs,,,,,,,,,,,,,07-Sep-20,V8,0-20%,Recovered from fall army worms effects,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026 NT-NP,Maize,Upper West 1,,,,,,,,,,15-Jul-20,Tractor Plough,Harrowing is done,Leveling of plot is done,YES,V6,38,0-20%,Fall army worms presence,30,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026 NT-NPK,Maize,Upper West 1,,,,,,,,,,07-Sep-20,Tractor Plough,,Hand leveling was done,YES,V6,40,0-20%,Fall army worms presence,55,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS026,IS026 NT-NPK,Maize,Upper West 1,,,,,,,,,,15-Jul-20,Tractor Plough,Harrowing is done,Leveling of plot is done,YES,V6,40,0-20%,Fall army worms presence,55,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,07-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027,Farm,Upper West 1,1,100,,250,,900,1000,1500,2000,16-Jul-20,Tractor Plough,Levelled,Levelled,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,"Uneven plant growth, 160cm and 80cm",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 RT-F,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,Harrowing wasn't done,Hand leveling was done,YES,V1,112,0-20%,Fall army worms presence,12,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V9,0-20%,No disease signs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 RT-F,Maize,Upper West 1,,,,,,,,,,16-Jul-20,Tractor Plough,Levelled,Levelled,YES,V1,112,0-20%,Fall army worms presence,12,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V9,0-20%,No disease signs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 RT-R,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,No harrowing,Hand leveling was done,YES,V1,114,0-20%,Army worms presence,5,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V9,21-40%,No disease signs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 RT-R,Maize,Upper West 1,,,,,,,,,,16-Jul-20,Tractor Plough,Levelled,Levelled,YES,V1,114,0-20%,Army worms presence,5,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V9,21-40%,No disease signs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 NT-PK,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,Harrowing wasn't done,Hand leveling was done,YES,V1,112,0-20%,Fall army worms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 NT-PK,Maize,Upper West 1,,,,,,,,,,16-Jul-20,Tractor Plough,Levelled,Levelled,YES,V1,112,0-20%,Fall army worms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 NT-NK,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,No harrowing,Hand leveling was done,YES,V1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V8,0-20%,Still recovering from fafall army worms,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 NT-NP,Maize,Upper West 1,,,,,,,,,,16-Jul-20,Tractor Plough,Levelled,Levelled,YES,V1,135,0-20%,Fall army worms,10,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V8,0-20%,Still recovering from fall army worms ef,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 NT-NP,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,Harrowing not done,Hand leveling was done,YES,V1,135,0-20%,Fall army worms,10,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V8,0-20%,Still recovering from fall army worms ef,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS027,IS027 NT-NPK,Maize,Upper West 1,,,,,,,,,,16-Jul-20,Tractor Plough,Levelled,Levelled,YES,V1,145,0-20%,Fall army worms infestation,10,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Not yet recovered from fall army worms e,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028,Farm,Upper West 1,1,25,,50,,125,400,500,750,14-Aug-20,Tractor Plough,Harrowing not done,Levelled is done,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V5,0-20%,Fall army worms re attack,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028,Farm,Upper West 1,1,25,,50,,125,400,500,750,14-Jul-20,Tractor Plough,Land not harrowed yet,Plot to be levelled,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V5,0-20%,Fall army worms re attack,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028 RT-F,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Land not harrowed yet,Plot to be levelled later,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V7,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028 RT-R,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Land not harrowed yet,Land to be levelled later,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V7,0-20%,Fall army worms re attack but controlled,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028 RT-R,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Land not yet harrowed,Land to be levelled later,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V7,0-20%,Fall army worms re attack but controlled,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028 NT-PK,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Land not harrowed yet,Plot to be levelled later,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V7,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028 NT-NK,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Land no harrowed yet,Land to be levelled,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V7,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028 NT-NP,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Land not harrowed yet,Plot to be levelled,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V7,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS028,IS028 NT-NPK,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Land not harrowed yet,Land to be levelled,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Sep-20,V7,0-20%,No diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029,Farm,Upper West 1,1,24,,300,,300,600,900,1700,16-Jul-20,Tractor Plough,Harrowed,Levelled,YES,V1,115,0-20%,fall army worms infestation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V7,21-40%,No diseases,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 RT-F,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,Not harrowed,Partial hand leveling was done,YES,V1,114,0-20%,Fall army worms,12,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V9,21-40%,Fall army worms effects is still visible,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 RT-R,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,No harrowing is done,Partial hand leveling was done,YES,V1,103,0-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V9,21-40%,No disease,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 RT-R,Maize,Upper West 1,,,,,,,,,,16-Jul-20,Tractor Plough,Harrowed,Levelled,YES,V1,103,0-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V9,21-40%,No disease,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 NT-PK,Maize,Upper West 1,,,,,,,,,,,,,,,V1,108,0-20%,Fall army worms infestation,5,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V7,21-40%,No disease signs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 NT-NK,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,Not harrowed,Partial hand leveling,YES,V1,92,0-20%,Fall army worms infestation,2,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V6,21-40%,fall army worms effects is still visible,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 NT-NP,Maize,Upper West 1,,,,,,,,,,16-Jul-20,Tractor Plough,Harrowed,Levelled,YES,V1,120,0-20%,,Fall army worms,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,No diseases but weakness in crop growth,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 NT-NP,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,Not harrowed,Partial hand leveling was done,YES,V1,120,0-20%,,Fall army worms,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,No diseases but weakness in crop growth,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS029,IS029 NT-NPK,Maize,Upper West 1,,,,,,,,,,03-Sep-20,Tractor Plough,No harrowing,Partial hand leveling was done,YES,V1,130,0-20%,Fall army worms infestation,15,Fall army worms,15,,,,,,,,,,,,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,No diseases,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
